time,B0001,B0002,B0003,B0004,B0005,B0006,B0007,B0008,B0009,B0010,B0011,B0012,B0013,B0014,B0015,B0016,B0017,B0018,B0019,B0020,B0021,B0022,B0023,B0024,B0025,B0026,B0027,B0028,B0029,B0030,B0031,B0032,B0033,B0034,B0035,B0036,B0037,B0038,B0039,B0040,B0041,B0042,B0043,B0044,B0045,B0046,B0047,B0048,B0049,B0050,B0051,B0052,B0053,B0054,B0055,B0056,B0057,B0058,B0059,B0060,B0061,B0062,B0063,B0064,B0065,B0066,B0067,B0068,B0069,B0070,B0071,B0072,B0073,B0074,B0075,B0076,B0077,B0078,B0079,B0080,B0081,B0082,B0083,B0084,B0085,B0086,B0087,B0088,B0089,B0090,B0091,B0092,B0093,B0094,B0095,B0096,B0097,B0098,B0099,B0100,B0101,B0102,B0103,B0104,B0105,B0106,B0107,B0108,B0109,B0110,B0111,B0112,B0113,B0114,B0115,B0116,B0117,B0118,B0119,B0120,B0121,B0122,B0123,B0124,B0125,B0126,B0127,B0128,B0129,B0130,B0131,B0132,B0133,B0134,B0135,B0136,B0137,B0138,B0139,B0140,B0141,B0142,B0143,B0144,B0145,B0146,B0147,B0148,B0149,B0150,B0151,B0152,B0153,B0154,B0155,B0156,B0157,B0158,B0159,B0160,B0161,B0162,B0163,B0164,B0166,B0167,B0168,B0169,B0170,B0171,B0172
2018-01-26,12035.103,7315.75,76814.57,56029.895,210867.88,308475.25,78364.016,58743.996,112460.42,86777.36,73770.305,673852.8,183358.72,68675.78,20992.678,52880.312,148737.81,65173.383,118497.016,1052337.8,64121.81,46458.14,22552.625,83838.43,72168.46,123470.12,22617.264,109548.05,84283.56,67716.875,17296.994,34162.4,48121.473,22469.846,61284.832,33579.84,31699.348,17287.68,10106.635,3793.8364,26299.932,17876.037,6432.9688,18242.652,18643.89,24344.572,15992.69,10681.64,53106.797,38323.688,15253.239,1482266.1,76721.15,37990.867,40484.293,71015.09,59024.25,39760.164,158145.22,119374.766,61369.055,35533.84,30333.342,26587.033,15902.556,26558.584,120776.94,9764.428,105434.664,450619.03,30999.56,30417.2,22162.555,24328.373,18830.965,17801.734,13796.322,23724.242,39743.08,53204.836,65900.914,31825.928,16673.965,28620.268,77363.57,53252.85,23597.104,128439.51,35778.598,60251.16,28393.842,52986.992,20942.268,11097.921,59690.72,62561.117,65544.01,74044.91,235203.78,26921.648,55537.645,12732.023,12966.744,18245.42,7231.584,6945.621,17721.316,19351.129,11439.252,10344.193,13477.34,13892.918,23780.115,22107.836,26301.709,40644.77,22361.8,252715.05,41908.547,27215.51,54383.957,129672.65,69453.12,230785.72,66210.836,19469.049,5191.297,30399.312,22520.883,40646.195,481850.7,9381.316,48428.906,8138.946,9379.039,13385.3955,7745.721,5331.0996,35194.113,4853.6245,11593.668,100358.63,35057.83,12704.697,5132.276,0.0,14973.03,17315.408,319339.12,79130.74,232414.12,52741.676,27898.32,141660.4,9458.793,13525.866,29538.518,52308.715,23955.842,10826.809,2938.1848,15174.936,11213.689,3241.3936,3831.4167,373448.2,124950.11,154053.14,275586.94,121207.15,133392.52
2018-01-27,21090.748,8823.124,95983.305,67266.36,231346.81,399387.2,131928.1,68607.5,152146.05,94659.805,32702.234,1604506.2,259083.8,136473.52,27421.443,75504.76,198832.69,169954.98,183889.05,1103885.4,70922.22,54450.266,31182.436,83137.7,76539.125,146443.64,27320.16,130660.836,118143.95,85139.97,22848.232,39746.47,60255.477,30914.28,126418.5,43472.125,37862.434,22318.23,11397.159,5550.93,31218.205,23230.13,12668.307,22822.65,23119.549,32940.723,20856.951,10874.393,91194.45,52739.22,19357.422,1495702.0,70776.16,58357.17,42545.906,118270.54,93136.4,59038.832,184681.3,213675.2,78874.01,51253.02,43195.73,29638.195,23202.105,37882.957,119085.67,11533.024,137735.64,517236.66,28713.19,38317.965,30820.332,26702.97,22773.31,21801.645,16201.253,31314.04,53319.633,63867.688,102326.164,45206.707,21844.242,74356.13,109877.305,92139.42,36671.113,215780.81,75782.875,81999.13,37114.35,71688.5,27818.451,24951.244,34472.836,93150.06,99552.25,104648.51,244484.42,31968.148,78841.56,20738.771,22265.549,28953.828,11250.238,8255.283,19731.596,28045.014,10357.337,10578.3955,19429.086,15884.514,25231.273,23167.385,32314.879,86208.32,33120.844,253163.25,50491.895,56570.82,72215.94,167497.53,113232.49,287529.22,155347.98,39734.473,6224.2383,42398.684,39488.277,53179.56,443803.5,9533.787,66026.55,8607.52,10199.906,28014.953,9839.471,6500.0864,46825.336,5656.9,11960.258,125557.03,50845.16,16056.607,10992.8,27578.404,23922.37,15087.159,67325.17,116995.42,339020.06,52663.996,24575.945,48438.69,16322.238,23862.174,40777.523,81533.59,19915.846,12724.08,3754.4426,26620.666,16989.332,9815.768,4936.1826,453468.97,142360.12,263355.62,353582.53,269464.12,91094.586
2018-01-28,15283.67,8525.489,99592.51,71864.94,220676.88,151513.36,123452.586,76231.42,113590.01,87389.664,129378.484,1118560.4,243547.84,129561.17,25955.11,74345.7,160345.3,178184.02,151362.66,1045311.0,67510.195,49195.9,28374.385,92212.29,79877.85,146778.8,26590.783,102689.94,105488.914,77730.67,23186.605,37878.24,63088.492,31041.506,118664.37,41090.09,37562.12,22764.018,10572.889,5187.4585,29710.06,22398.877,14113.584,23317.904,24240.182,29294.36,19898.041,10430.008,91989.17,49417.164,18785.283,1495904.1,85748.41,53846.445,36622.855,122729.336,87767.64,53558.754,196715.78,216316.97,62492.668,35482.88,37291.355,34629.92,22347.305,35378.793,100566.266,11531.331,147377.42,510375.2,45731.06,38076.723,30415.727,26684.172,24259.824,23595.705,15361.68,28636.902,62889.348,63362.906,92221.78,45730.29,22764.75,77187.484,88137.71,68701.15,34680.434,193605.62,72297.37,75362.05,37330.66,61311.992,29054.352,22523.768,78580.56,89137.4,78701.44,102908.77,256620.22,30027.852,67396.3,24060.834,20323.773,27846.238,9028.576,6913.006,24259.824,27652.914,9494.541,11404.2295,17480.564,16707.816,25115.275,25113.16,31064.428,83027.04,30923.047,293751.62,70246.18,55717.83,58239.086,115811.055,72544.766,262013.84,122915.17,37268.902,5993.855,47107.043,36582.13,50323.223,483372.06,9854.158,65250.15,8357.256,10602.721,30842.975,8298.574,6186.0728,34524.242,5124.641,12624.904,105891.625,55542.703,14313.756,16322.967,10776.352,24439.13,22922.176,343019.44,95428.34,303412.9,88362.03,31315.61,30917.79,12852.838,15301.9,46764.613,74280.4,20233.883,12119.494,9847.43,27918.17,12963.252,7289.099,15302.302,432985.75,120164.48,184078.2,377814.22,219277.03,173770.31
2018-01-29,9192.074,5604.9067,72245.27,58796.094,189298.92,123849.38,68695.125,56617.207,83211.75,79927.7,31859.256,826208.94,153439.53,73837.375,16302.183,48539.098,132309.52,50328.37,101755.77,916472.25,52214.92,36607.324,18772.508,74897.62,59218.453,111526.02,17075.268,84221.48,68489.76,58261.195,13961.86,28728.445,41678.242,19540.232,66819.09,31454.068,28736.49,14336.418,7585.3057,1980.6888,21310.564,15959.398,4657.3296,15693.906,4838.8306,21080.04,13300.8545,8037.409,56575.832,33877.207,12833.348,1478606.9,49933.887,28171.582,37429.3,108205.664,62731.406,31200.73,121289.15,138461.25,52257.215,17899.85,23139.883,43374.566,8911.056,25410.781,73843.68,7992.455,87932.82,463829.28,39947.594,29508.512,21435.14,22754.629,15402.019,15472.087,12762.575,18446.133,29737.094,37897.953,54609.875,25186.93,15107.347,24349.965,53155.453,56382.223,21145.436,121262.07,29835.303,52356.51,21896.773,41942.996,18371.182,6496.5312,45264.016,61444.14,64588.43,71941.19,43309.332,26715.146,46502.598,11116.931,11707.457,16092.265,8559.53,8903.063,16788.506,16764.67,9872.634,10030.545,11451.331,13987.569,24187.873,20376.96,23062.23,38746.47,18769.855,239409.77,34018.473,23011.023,35381.406,69766.86,56712.414,190489.05,57528.633,15612.871,3264.0488,21864.924,22164.525,36985.77,469381.97,7889.121,41580.895,6443.3574,8565.778,11065.974,6353.392,3715.211,22823.395,4136.6353,9999.177,74706.72,28268.596,8560.196,2197.776,22259.734,19743.508,15910.51,128221.71,77501.13,163762.67,47226.87,12938.024,18821.727,8457.172,11563.299,27796.523,39731.68,13771.4375,9423.618,1327.8806,6343.898,5574.102,0.0,2108.082,267430.44,75104.91,128981.56,242811.95,87992.1,218331.34
2018-01-30,6180.5464,5737.9814,76773.17,60084.31,193294.19,128186.68,65452.766,60669.695,90645.516,79885.06,39789.45,778599.3,151615.56,57863.57,17814.611,46927.766,146170.72,68815.78,105846.086,1025191.56,55930.297,36535.77,19237.625,88623.305,61012.08,108668.04,17242.441,88928.26,75502.42,57668.43,14669.297,30984.664,41959.125,19123.127,62358.9,31153.422,31693.629,16044.341,7923.787,2055.585,20642.512,16026.563,4529.381,15448.765,15550.213,21580.266,13665.625,8173.043,55584.797,34821.133,12596.534,1350066.1,60438.82,33342.53,39179.26,126962.36,55074.92,36716.125,124123.12,107980.375,53291.938,19385.914,31968.473,41277.0,8783.105,23791.467,81359.08,8135.9585,103330.13,442817.9,39819.65,27596.152,20842.182,22626.678,17725.092,15941.573,12630.873,17977.332,29269.145,38110.95,56512.74,29481.299,14979.397,52346.684,45224.223,50047.44,21894.604,131909.88,30520.643,52414.895,22663.908,33862.01,18927.768,8573.427,48695.312,60843.344,54658.19,63355.01,118416.48,28175.482,43446.98,10894.382,11409.088,16066.164,5588.0195,6745.8843,14651.789,17612.393,7247.066,8614.718,11586.963,14123.2,24323.504,23529.389,21180.93,37901.574,19774.92,262826.3,33675.88,23545.613,35713.113,94064.25,46931.992,187022.2,54139.766,15437.463,4081.1877,26085.576,19637.9,48277.574,453088.34,7070.0796,42261.367,6438.198,8252.555,10971.109,5399.9536,3850.842,22877.838,2657.8242,9871.228,74412.68,25912.947,8994.287,1978.8717,35990.703,22274.97,9397.622,129730.13,72061.91,172902.8,39250.582,50379.59,26149.523,6506.6123,6384.364,29219.182,42317.215,30073.203,9295.668,1276.7671,7918.067,7643.953,0.0,2056.9685,290128.16,86889.88,146172.9,199802.0,105658.15,154047.55
2018-01-31,12077.823,6306.681,79777.16,46577.84,182323.72,130257.7,72580.6,61101.57,93604.086,86479.17,66222.695,871439.4,150692.73,58620.074,16889.432,47938.22,134614.95,70355.19,130308.73,1007638.3,56344.754,37108.93,18525.67,85464.08,59976.926,115950.72,17779.707,86467.96,76287.89,59833.75,14805.861,30221.545,42085.582,19572.86,62107.426,30821.459,29173.184,15265.292,7994.761,5039.5884,20933.752,15551.238,4874.961,15478.605,15193.257,21094.219,13612.869,8270.965,68242.195,34128.22,12309.82,1351169.0,60654.63,32807.605,35987.473,164823.31,58910.402,36392.08,113060.234,89234.04,45838.164,25912.893,24092.078,24777.746,8637.408,25805.19,67141.07,7996.1924,112296.92,442834.0,21291.527,27143.885,21461.166,22763.246,17598.078,17412.977,13583.634,18522.299,30859.232,41720.758,61520.406,30573.705,15115.963,50551.67,56201.14,49941.043,25157.375,120536.06,32198.016,55495.895,22976.861,56515.285,18598.969,6775.7993,51657.57,61105.27,72495.83,72384.01,162296.55,27210.729,42914.246,10483.32,12207.846,16177.883,5948.1523,6439.943,15601.805,17386.227,7230.527,8601.77,11450.721,14096.738,24297.043,17955.059,21684.107,44801.773,19373.398,208699.72,32225.781,23850.156,38357.906,89452.49,55442.22,201733.9,52235.1,16705.383,4162.052,21954.76,19774.469,46556.79,453077.0,7206.6455,48079.81,6028.6978,8625.102,11587.916,5821.2637,3894.125,22895.094,4245.8057,9109.9,85295.68,28412.117,9006.467,2587.3433,0.0,14288.55,15575.123,105517.38,65796.4,189242.77,37151.86,27460.121,31126.03,7069.3735,10795.269,24184.703,47099.64,21272.414,6592.731,424.1272,7728.2427,6732.743,1151.7997,2000.9987,282928.75,88475.336,159280.69,268868.88,93291.56,173235.55
2018-02-01,7391.8516,5762.228,107225.0,50200.004,188752.05,134639.19,57394.375,60481.652,99443.98,85107.83,76679.65,798888.25,163966.5,55515.023,16753.254,47535.03,141917.84,62431.05,116427.234,1018636.9,61232.71,37110.234,19701.967,111308.336,59362.83,112804.46,19159.201,94184.39,71893.14,68963.336,15078.949,30703.432,45084.727,19739.89,60832.156,31897.174,28694.014,15699.983,8194.246,3299.2864,21735.768,16551.2,5954.0596,15475.493,15696.286,21707.418,13962.426,8794.607,58442.438,33680.508,13219.751,1349249.0,69011.48,31451.268,34365.703,103540.41,45347.86,35144.508,113175.6,95311.04,44635.74,31483.873,25198.492,24912.31,8258.751,25066.736,106454.74,8308.35,176283.14,442797.75,25566.834,25457.941,22381.303,23773.047,15415.843,16531.889,12635.619,19853.05,31822.994,53158.797,62074.598,34796.355,16223.1,49464.848,49623.094,53294.13,22010.002,113124.875,33128.582,56657.105,23173.85,39122.152,19110.424,13452.923,53507.76,66648.37,62887.605,74368.8,218163.23,26027.348,45818.336,11083.6875,12520.374,15657.004,6683.3784,7668.123,16830.898,16219.088,8125.1235,8563.99,11398.439,15103.318,25206.291,20000.707,21953.936,41657.03,20009.193,255774.77,34128.23,23640.627,39844.863,93878.22,61237.598,210889.62,61704.145,16469.16,4552.5024,22218.08,20991.697,60008.246,453040.75,8313.781,42954.27,7135.831,8637.168,10364.393,7028.9316,4739.812,26489.629,5252.3853,10943.102,81488.336,24905.072,9348.957,3285.4885,32976.44,13640.882,15287.453,100419.29,75181.63,201189.06,45233.71,32315.822,31454.568,7617.512,15986.409,24327.486,55009.414,17256.826,8043.9126,1646.961,7611.814,7493.736,2746.8406,3223.8318,341797.0,93944.5,155075.2,234851.11,124295.28,184123.08
2018-02-02,6374.135,7344.172,76814.57,44944.383,225619.86,134610.05,88251.77,65599.266,112506.08,89040.56,75005.195,1177686.0,195068.66,61307.188,20045.219,23307.377,167053.03,99187.61,119593.17,1034335.44,64113.062,42271.535,22552.625,83838.43,71345.81,124791.2,20206.451,113350.055,82884.055,63572.8,17249.83,34116.074,52041.324,21757.518,64078.906,35765.062,31460.527,18644.635,10757.534,6641.273,25956.525,19110.607,6432.9688,17603.055,17660.064,25476.682,18051.918,10192.461,70322.95,38106.062,14626.148,1352745.5,72854.86,509.51385,27081.172,86060.28,69820.164,49891.066,137547.81,97121.8,57270.867,28996.354,30333.342,29067.248,15902.556,26506.775,107620.37,9668.465,123589.99,445562.84,24778.275,30784.05,23071.822,24797.088,19631.92,17704.232,15838.743,23072.783,53868.996,45273.496,64972.094,31181.602,16673.965,56918.797,102084.91,53500.055,25686.969,131036.8,40058.957,60711.65,24442.084,56464.695,20923.873,9663.235,55540.098,71617.6,74933.6,77346.77,208151.22,26326.682,52061.07,15019.764,13614.075,9070.599,7849.4414,8098.015,18078.459,18275.83,9305.861,10343.033,12762.458,15554.186,25214.799,7481.558,24212.836,48663.324,22361.8,60395.973,41098.613,27076.998,42396.94,108192.37,59507.04,228669.06,77986.79,28811.414,5069.7256,14355.037,23458.52,40646.195,454991.8,9381.316,51932.508,7663.452,11029.909,13963.337,7745.721,5041.7817,34046.633,4088.8157,13339.845,114133.02,39455.027,10299.409,4301.489,37669.992,24611.293,17963.262,88465.44,88253.14,247453.39,53380.465,33583.195,30497.342,8610.509,13525.866,23038.766,52178.945,25507.908,8712.3125,5509.2124,12679.848,10188.059,3241.3936,6733.484,407026.5,112036.3,180789.7,256318.11,96770.766,98483.36
2018-02-03,16743.703,8855.149,95983.305,71529.97,227325.86,159910.8,147581.0,76401.55,131038.96,88589.08,34452.92,1825703.8,258230.34,127012.95,25732.959,76071.0,196714.22,161517.58,194663.33,1012425.2,73077.055,49570.484,29767.924,77100.95,87703.125,153492.1,27414.275,128415.164,113528.44,71886.39,23047.758,40040.016,63628.652,30914.28,131988.8,44728.934,38526.707,22318.23,11238.715,5550.93,31218.205,24441.572,12362.719,23234.322,21273.24,28810.564,20313.828,10842.367,84978.21,53596.258,18088.9,1472829.9,81489.61,27069.281,36751.32,129559.18,84531.516,63230.734,150386.19,183461.58,69432.24,48098.355,43195.73,35868.395,23202.105,35006.02,135262.1,12072.789,145387.11,441008.34,30407.957,36279.57,31995.39,26702.97,24376.555,23499.004,16966.57,26511.975,66956.29,66137.52,80852.414,36897.44,20866.908,74836.08,105184.21,92162.29,24775.36,230846.12,80213.32,84346.01,42308.574,73665.63,27395.174,25180.352,78734.63,98091.23,62171.395,105344.84,278384.56,31968.148,75589.97,21495.832,22229.156,23175.84,11797.805,9779.684,23567.48,27519.623,11423.4375,10995.227,17656.412,19167.914,26665.957,21814.377,35938.242,75622.65,33120.844,252814.72,64518.492,56742.41,68512.76,157070.72,92921.01,261504.84,138204.66,31928.422,5650.8843,38451.08,37604.92,61932.914,450759.38,9533.787,68759.4,8704.957,11425.4,28448.564,8686.793,7415.2056,49301.02,5656.9,14898.17,127778.36,64590.59,15770.699,10334.707,9395.627,26850.723,21306.453,152655.81,112217.01,332568.34,50740.387,29947.787,36351.33,13679.193,23862.174,40830.625,86362.83,8920.22,10242.201,2957.7703,29721.592,17880.172,9815.768,7727.6846,459612.84,139085.27,249124.3,326060.8,199386.88,94487.836
2018-02-04,9981.469,8785.565,99592.51,72479.16,334459.38,168595.75,125645.516,71627.32,126318.445,86139.49,131592.45,1073574.4,229837.28,109520.586,25733.367,67218.945,174731.58,155085.72,141786.17,1016872.6,65992.68,49341.438,28760.863,92212.29,80623.73,144494.61,26683.662,103376.55,111375.664,77619.4,23338.799,37218.43,64266.7,30675.398,94854.29,41646.04,38312.848,22764.018,10052.961,5187.4585,29294.36,24002.121,13807.996,22338.035,21384.791,29991.629,19773.656,10654.963,90862.016,50167.89,19295.299,1467801.1,91068.32,53686.348,31160.803,83733.2,79870.15,58672.934,173714.73,164865.0,74714.414,42978.062,37291.355,52045.4,22347.305,35299.953,138924.95,10962.597,146982.45,437043.53,27797.725,38712.61,32008.947,26684.172,22554.809,22410.535,18089.34,27998.94,64764.92,64280.73,88143.4,38807.07,22353.422,74470.23,93568.01,73637.4,32473.148,192283.33,73402.734,79879.65,37055.55,70597.6,27620.701,22254.102,72558.914,81110.67,82251.68,114599.78,215281.89,31011.576,65476.33,23497.576,21203.73,24889.691,9296.654,8025.419,19266.605,28919.03,10015.0,11532.704,18023.527,19991.223,26549.959,23532.965,32024.646,80441.484,30859.979,256008.06,64221.457,56053.74,87101.94,144903.94,63201.64,263183.62,121999.23,41042.12,5498.796,45185.44,40032.67,50323.223,449423.28,9854.158,61971.832,8285.084,10828.955,31901.91,8253.35,6017.7715,36710.676,6627.603,14005.58,103779.2,55463.992,13793.828,12827.115,102482.29,16099.284,22815.654,334455.8,95872.45,312881.97,86438.41,28520.86,27004.34,10402.266,15301.9,44917.13,71851.08,19162.584,9622.857,9050.76,30479.994,12909.613,7289.099,7213.244,474408.22,119801.766,196422.97,360867.03,195122.33,146828.7
2018-02-05,2957.895,5706.755,72245.27,59452.668,185143.84,109528.84,68661.38,53911.1,81924.97,82427.6,91350.92,842302.2,148003.17,52289.227,15430.503,36849.582,133101.61,61089.33,102242.11,1028364.3,47590.406,37086.48,18772.508,85830.234,54727.074,107433.56,17700.346,82242.81,61346.73,60824.062,14997.96,28919.86,42156.0,19951.184,54719.723,33214.85,29441.062,15322.348,8285.761,1980.6888,20968.014,16039.984,5454.0024,15369.437,15316.59,21259.01,13327.149,8037.409,61683.906,33132.305,12346.429,1349086.2,52678.098,29941.574,37404.59,76832.89,51001.938,28890.414,96150.71,116545.77,35633.836,27233.012,23139.883,35603.516,8911.056,24696.896,120800.336,8089.895,91015.04,440322.78,23802.39,27899.54,21291.936,22754.629,15900.255,16003.347,12740.027,18131.7,35807.555,36363.094,43493.1,28817.686,15107.347,49240.1,68641.695,48393.066,19346.607,97558.05,29854.143,54743.613,5649.3516,36423.355,18353.09,6496.5312,42696.723,58265.668,58238.87,62098.586,206429.81,23326.307,46310.105,10360.122,12369.556,9397.72,5947.446,10349.85,15593.19,16882.24,10032.974,8255.331,11214.069,13987.569,24187.873,20269.994,21031.393,37803.3,19358.016,244933.14,34646.402,22192.275,33596.4,77464.29,67368.46,186844.75,50149.562,14702.32,3436.7551,22025.742,19667.857,36985.77,450262.25,7889.121,38662.547,6020.0796,8238.462,11318.036,5695.647,3784.955,22956.982,4136.6353,10310.022,72590.52,27564.703,8387.489,2903.4937,8706.503,21857.0,14589.872,74824.125,55508.31,161981.3,46180.043,47795.07,30592.002,6662.095,11563.299,24734.904,53045.184,3390.5867,6926.974,531.2094,6343.898,5406.3564,0.0,5247.869,360267.12,76122.89,134390.14,225087.61,80518.69,284158.22
2018-02-06,6930.152,5450.011,76773.17,59972.906,182264.89,132222.25,68648.586,57749.734,93007.664,80736.88,90129.07,990853.2,152404.47,60469.094,16696.56,41168.918,135486.3,69050.52,104103.65,1020220.2,57628.61,36535.77,18485.04,90385.555,55967.203,110092.4,18239.377,89477.914,72803.29,60885.934,15470.236,30512.656,42078.062,19123.127,63667.375,33592.32,28813.531,15291.754,8588.918,2055.585,21063.06,15878.974,5326.0557,15270.666,15550.213,19848.316,15112.628,8270.48,61799.477,34669.543,12218.4795,1350066.1,53749.535,31742.0,27723.602,76759.07,53732.297,36611.625,113315.266,110855.836,50918.82,33418.594,30414.781,30388.293,8783.105,24079.588,96102.43,7801.256,87547.414,445252.34,22540.396,28392.855,20992.041,22626.678,16035.888,14537.599,13135.469,18551.344,33364.133,37389.344,57164.543,34471.37,14979.397,62693.43,68559.82,44350.24,22060.287,109768.516,33192.008,52242.68,6382.16,36192.527,18225.139,11266.948,50162.523,54813.71,58677.492,79001.984,168958.42,27116.162,58143.55,12750.113,12339.598,13300.253,6413.5103,7520.9756,15303.671,16722.05,7657.3315,8390.969,11692.429,14123.2,25366.295,19187.41,21285.771,40120.562,19841.963,29998.877,33109.957,23260.725,40634.8,108833.67,37058.477,191758.17,58313.258,14613.258,2735.4495,21631.064,19626.89,39524.207,453088.34,8058.6543,42591.195,6329.7324,8200.566,13285.851,5567.699,3610.7905,24524.14,2657.8242,9157.303,74201.414,24423.379,10172.23,2866.4978,39132.773,19508.23,15519.667,409398.97,68151.69,176149.12,38203.754,29592.773,37777.957,6405.9277,6384.364,24143.256,49852.668,20459.748,7964.323,480.09503,7103.2495,5659.856,0.0,2056.9685,354280.38,86768.16,147853.64,293828.25,80307.83,148752.9
2018-02-07,5363.74,6003.3955,79777.16,63641.348,207636.19,120509.33,70572.03,58181.6,91655.79,87044.09,71631.17,644448.56,149657.52,57170.285,17226.467,43559.402,122773.664,67268.38,101361.6,990693.44,53460.496,37108.93,19374.193,87226.33,58764.176,107176.16,17355.45,88891.52,74836.18,62295.4,15606.805,30935.143,43772.562,19742.436,68620.77,32733.84,29463.527,14842.017,7994.761,2192.1506,21700.08,15494.936,5462.6206,17391.957,15193.257,22156.412,14992.088,8146.5845,61460.555,33411.566,11723.215,1351169.0,50974.004,41185.1,35987.473,73613.81,53828.125,36684.805,98936.07,114227.21,51942.734,32450.365,22538.418,27861.135,8637.408,26440.11,123439.71,8413.316,100410.38,445268.44,22854.748,29984.457,21004.225,22763.246,15980.3955,17054.242,12247.619,18962.424,31798.686,38495.258,51643.836,29854.32,15115.963,52374.34,59437.316,46980.984,21728.871,106367.41,34355.58,51335.824,22816.826,40316.53,18613.77,7660.032,54608.33,61171.027,64246.71,62099.098,141846.62,25988.514,48145.145,12787.809,12522.915,21592.35,5819.3555,7100.9214,15908.873,17748.96,7958.1855,8267.068,11934.283,14096.738,25776.848,20532.402,22060.986,38747.27,19582.459,208699.72,36637.387,22176.414,38769.58,87587.0,52274.85,196365.36,55217.277,16393.398,3173.012,19742.979,19193.844,46556.79,453077.0,8195.215,40517.723,6641.615,8291.908,11934.146,6031.5776,3824.3809,23527.834,2631.363,9545.129,79736.86,27842.812,11332.869,2912.1099,31316.203,21605.988,15893.494,36132.68,76391.52,193989.78,37790.65,23648.877,30345.98,7886.835,7857.503,26903.281,58625.72,16925.941,7774.6816,3142.6147,6458.796,6830.18,1151.7997,7756.0415,334840.34,85532.88,164176.34,274286.25,78839.4,142527.23
2018-02-08,8141.455,6821.1934,107225.0,59984.95,176922.12,142991.84,70214.39,57561.69,93084.17,79984.53,79578.19,949447.94,166828.44,61087.836,17451.908,49244.15,140215.42,59706.05,108811.695,1001692.0,59244.57,37110.234,19428.238,113070.586,59360.71,105885.04,20106.59,92216.28,75865.805,54223.86,15879.898,31360.035,46460.06,20717.73,59612.297,29270.168,28694.014,15607.1045,8069.858,6146.722,22261.158,15784.876,6541.718,16056.011,15696.286,23027.959,14561.885,8443.5,48368.79,33809.316,12952.162,1502416.8,50048.703,32278.428,34365.703,106887.87,60687.56,38329.56,121612.586,56852.008,49089.742,38021.37,25198.492,31644.48,8258.751,25239.71,92138.41,8269.283,168234.88,445232.2,21654.176,28186.72,21707.71,23773.047,17016.01,16917.264,13667.284,18732.451,25366.47,46253.117,18475.18,32267.734,16223.1,31812.92,70950.42,49705.34,5185.7827,114921.62,34020.04,57965.23,23740.766,40579.54,20119.904,13463.325,53415.656,60192.62,54512.184,57701.293,185613.31,23474.758,49235.934,7945.386,12040.873,15266.55,5894.5566,7955.7876,16164.073,17924.715,8856.309,8439.604,12544.763,15103.318,26686.096,21557.5,23087.184,37952.58,19643.227,255774.77,35579.676,23790.943,40113.312,127823.24,49448.008,203403.73,62558.184,14589.8125,4167.224,21251.664,21319.16,60008.246,456954.62,9302.354,40002.625,6347.0093,8512.783,11165.35,6304.666,4830.962,26037.72,3850.5193,10716.111,84339.875,29153.35,11324.194,4082.1575,23361.238,20173.117,16411.346,380666.4,66099.375,197010.64,57840.67,20257.38,30017.193,7533.132,15986.409,23967.4,47920.812,22214.26,8840.59,1646.961,7226.4053,8552.704,2746.8406,7526.668,322932.3,93166.16,163288.47,272041.28,109480.9,189201.78
2018-02-09,6374.135,7317.224,76814.57,55862.31,202986.56,132803.23,78358.28,62679.34,111620.72,89546.68,26959.088,693949.44,163986.4,88302.56,21364.482,42008.32,177267.02,90512.43,94601.46,1017390.7,60303.395,42271.535,24963.238,77299.54,72962.34,119217.46,21572.24,106073.336,80492.555,56615.15,18050.785,33718.316,52422.008,20589.729,19096.727,36100.164,32272.916,18368.916,10815.423,3793.8364,30251.82,20064.54,7020.6274,18546.764,17660.064,26625.465,17473.06,10343.189,60784.297,40310.977,14782.287,1505913.2,39182.297,21126.066,38329.758,75653.83,47458.508,29399.76,112732.766,116522.875,60915.367,35533.84,35245.27,37212.92,15902.556,27304.955,115374.766,10706.796,118743.62,447997.28,23066.846,29917.729,23416.146,23781.555,17942.717,17575.91,15399.214,20972.863,4012.6604,40328.44,55494.984,25066.586,17149.803,59771.254,66049.29,45815.613,19258.822,138333.89,47683.71,63349.055,278608.2,47400.03,20700.314,10723.06,60960.38,46650.902,35830.39,59089.57,211435.02,27792.02,55251.29,9117.744,13238.704,143354.4,8106.7163,8650.248,20767.367,18865.518,9949.439,11090.3955,12994.329,15554.186,26694.604,89709.2,17462.963,39605.48,18884.988,115546.8,43931.684,18275.06,45575.26,121330.14,76614.31,226691.28,105592.516,8743.755,5016.088,22397.797,24110.521,40646.195,458905.7,12753.125,47367.86,8328.586,11119.321,10822.567,7383.8413,5536.841,36884.73,4583.875,13108.853,107488.234,43264.35,10939.235,5359.1826,10905.384,24096.69,17964.21,136270.0,85825.91,231098.8,65348.637,37560.5,30793.445,9340.461,13525.866,23169.854,51331.24,24027.531,9399.203,5510.3994,10166.164,10200.615,3241.3936,3831.4167,331937.3,112129.5,180553.98,293812.97,110708.17,148108.92
